//ID			模型类型	逻辑类型	骨架号	套号	套装数量	部位00	部位01	部位02	部位03	部位04	部位05	部位06	部位07	FeffID	EeffID	特效动作编号	影子	Action编号	透明度	行走音效	喘息音效	死亡音效	是否可控	区域限制	高度偏移	可装备道具	length	width	height	碰撞范围	出生	死亡	出生特效	死亡特效	休眠动作	死亡瞬间动作	剩余hp特效表现	攻击是否转向	是否调用被吹起	script	使用的武器	技能ID	怪物技能频率	掉料	几率	极限数量	打爆几率	前缀等级	任务掉料ID	几率	ai	turning	vision	noise	getexp	light	mobexp	lv	mxhp	hp	mxsp	sp	mnatk	mxatk	resist	def	hit	flee	crt	mf	hrec	srec	aspd	adis	chase_adis	mspd	col	str	agi	dex	con	sta	luk	left_rad	guild	title	job	exp	nexp	fame	ap	tp	gd	spri	stor	mxsail	sail	stasa	scsm	tstr	tagi	tdex	tcon	tsta	tluk	tmxhp	tmxsp	tatk	tdef	thit	tflee	tmf	tcrt	threc	tsrec	taspd	tadis	tspd	tspri	tscsm	chasf
1	长发男	长发男	1	1	0	0	100	2000	0255	0464	0640	0816	0	0	0	0	0	0	1	1	100	182	-1	-1	0	0	0	1,2,3,4,7,8	1.051	1.369	2.599	40	1,5	0	399	398	0	0	0	1	1	0	0	25,28,29,30,31,34,35,38	0	0	0	0	0	0	0	0	1	1	1000	0	0	2	0	1	40	0	18	0	4	5	0	3	2	1	1	0	1	1	1442	0	1500	480	0	5	5	5	5	5	5	20	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
502	精英骷髅弓箭手	骷髅弓箭手	4	5	502	0	1	1	0	0	0	0	0	0	0	0	0	0	1	154	100	206	207	208	0	0	0	0	1.568	1.244	2.168	40	1,5	2,5	399	398	0	0	0	1	1	0	0	141	100	4718,4822,1637,3369,3125,0714,0016	172,370,10000,20000,3333,33333,200000	0	0	0	0	0	10	1	1000	0	0	1	0	47	3267	0	10000	0	190	285	19	101	178	168	10	146	17	0	2000	400	1500	450	0	122	28	28	28	28	28	20	0	0	0	1797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
503	黑色泥浆怪	泥人	4	5	503	0	1	1	0	0	0	0	0	0	0	487	0	0	1	141	100	260	261	262	0	0	0	0	1.281	1.393	0.916	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4719,4823,1658,3364,3126,0342,0651	212,285,5000,20000,3333,33333,40000	0	0	0	4081	200	10	1	1000	0	0	1	0	49	3037	0	10000	0	279	418	19	94	162	174	10	144	17	0	2000	200	1500	450	0	53	29	29	176	29	29	20	0	0	0	2001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
504	大型极地熊	熊	4	5	504	0	1	1	0	0	0	0	0	0	0	0	0	0	1	144	100	233	234	235	0	0	0	0	2.236	1.113	1.344	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4720,4824,1608,3371,3126,0356,0040,1002	181,333,1111,33333,2500,33333,333333,20000	0	0	0	0	0	10	1	1000	0	0	1	0	49	4387	0	10000	0	203	304	22	126	162	156	10	144	17	0	2000	250	1500	450	0	53	29	78	127	29	78	20	0	0	0	2001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
505	坚硬的岩石怪	石巨人	4	5	505	0	1	1	0	0	0	0	0	0	0	0	0	0	1	118	100	416	417	418	0	0	-50	0	1.649	3.906	3.697	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4721,4825,1658,3366,3133,0708,0103	158,454,3333,50000,3333,20000,66666	0	0	0	0	0	10	1	1000	0	0	1	0	51	4190	0	10000	0	219	328	25	130	169	185	10	142	21	0	2000	500	1500	450	0	30	30	30	30	30	30	20	0	0	0	2220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
506	精英骷髅武士	骷髅武士	4	5	506	0	1	1	0	0	0	0	0	0	0	0	0	0	1	153	100	242	243	244	0	0	0	0	2.568	1.544	2.168	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4722,4826,1626,3385,3134,0558,0021	155,484,1250,5000,3333,33333,200000	0	0	0	0	0	10	1	1000	0	0	1	0	52	3368	0	10000	0	338	507	19	88	147	188	10	141	22	0	2000	350	1500	450	0	135	31	31	31	31	31	20	0	0	0	2335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
507	精锐王殿守卫	王殿守卫	4	5	507	0	1	1	0	0	0	0	0	0	0	0	0	0	1	47	100	-1	-1	-1	0	0	0	0	1.954	2.185	4.311	40	1,5	2,5	399	394	0	0	0	1	1	0	0	25	100	0	0	0	0	0	0	0	10	1	1000	0	0	1	0	82	8517	0	10000	0	479	718	36	205	279	263	10	107	33	0	2200	350	1500	315	0	169	46	46	128	46	46	20	0	0	0	5340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
508	恐怖的诅咒古尸	诅咒古尸	4	5	508	0	1	1	0	0	0	0	0	0	0	458	0	0	1	52	100	-1	-1	-1	0	0	0	0	1.896	1.696	2.599	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4724,4828,1635,3364,0357,0570,3126	185,322,3333,12500,40000,200000,1250	0	0	0	0	0	10	1	1000	0	0	1	0	63	7293	0	10000	0	307	460	28	159	211	203	10	128	29	0	2200	500	1500	315	0	36	36	130.5	36	36	36	20	0	0	0	3730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
509	精英暗影猎手	暗影猎手	4	5	509	0	1	1	0	0	0	0	0	0	0	482	0	0	1	117	100	269	270	271	0	0	0	0	1.829	1.332	2.125	40	1,5	2,5	399	398	0	0	0	1	1	0	0	138	100	4725,4829,1638,3379,4205,4200,3140	208,285,2000,6250,50000,200000,1666	0	0	0	0	0	10	1	1000	0	0	1	0	73	4800	0	10000	0	492	738	29	122	246	300	10	117	31	0	2000	400	1500	350	0	41	41	41	41	41	41	20	0	0	0	4710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
510	精英王殿护卫	王殿守卫	4	5	510	0	1	1	0	0	0	0	0	0	0	0	0	0	1	47	100	-1	-1	-1	0	0	0	0	1.954	2.185	4.311	40	1,5	2,5	399	394	0	0	0	1	1	0	0	25	100	0	0	0	0	0	0	0	10	1	1000	0	0	1	0	83	8517	0	10000	0	489	734	37	207	282	266	10	105	33	0	2200	350	1500	315	0	170.5	46	46	129	46	46	20	0	0	0	5410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
511	巨型树人	树精	4	5	511	0	1	1	0	0	0	0	0	0	0	0	0	0	1	119	100	339	340	341	0	0	-50	0	3.505	5.842	5.482	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4727,4831,1647,3365,0534,4183,3139	161,434,3333,4166,20000,166666,1428	0	0	0	0	0	10	1	1000	0	0	1	0	68	8514	0	10000	0	304	456	27	128	229	216	10	122	29	0	2400	280	1500	280	0	39	39	39	39	39	39	20	0	0	0	4280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
512	被诅咒的水仙子	水精灵	4	5	512	0	1	1	0	0	0	0	0	0	0	454	0	0	1	136	100	422	423	424	0	0	0	0	1.65	0.803	2.847	40	1,5	2,5	399	398	0	0	0	1	1	0	0	133,272	60,40	4728,4261,1632,1784,0696,4214,3143	158,333,2500,4347,25000,25000,1666	0	0	0	4263	2000	10	1	1000	0	0	1	0	68	10540	0	10000	0	514	771	37	205	309	377	10	122	29	0	800	250	1500	450	0	39	107	39	39	141	39	20	0	0	0	8280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
513	精英狼人战士	狼人弓箭手	4	5	513	0	1	1	0	0	0	0	0	0	0	0	0	0	1	155	100	245	246	247	0	0	-50	0	3.058	2.012	2.764	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4729,4833,1641,3366,3135,0102,0655	238,285,5000,33333,3333,50000,40000	0	0	0	0	0	10	1	1000	0	0	1	0	53	3384	0	10000	0	348	522	19	90	149	191	10	139	22	0	2000	350	1500	450	0	31	31	31	31	31	31	20	0	0	0	2453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
514	巨型针刺曼陀罗	针刺曼佗罗花	4	5	514	0	1	1	0	0	0	0	0	0	0	396	0	0	1	86	100	-1	345	346	0	0	0	0	2.286	2.169	2.303	40	1,5	2,5	399	396	0	0	0	1	1	0	0	129	100	4730,4834,1584,3390,3135,0385,0316	188,312,1000,6666,2500,50000,50000	0	0	0	0	0	10	0	1000	0	0	1	0	54	4260	0	10000	0	299	448	22	115	180	194	10	138	22	0	2000	700	1500	0	0	32	32	32	32	32	32	20	0	0	0	2575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
515	灵巧的土著人	土著酋长	4	5	515	0	1	1	0	0	0	0	0	0	0	0	0	0	1	138	100	281	282	283	0	0	0	0	2.56	2.322	3.035	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4731,4835,1644,3361,3136,737,0391	157,464,5000,3333,5000,25000,50000	0	0	0	0	0	10	1	1000	0	0	1	0	56	3632	0	10000	0	316	474	23	95	187	230	10	136	23	0	2000	220	1500	450	0	89	33	89	61	33	33	20	0	0	0	2831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
516	迟钝的雪巨人	雪人	4	5	516	0	1	1	0	0	0	0	0	0	0	0	0	0	1	98	100	396	397	398	0	0	-50	0	5.17	3.877	4.18	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4732,4836,1632,1635,3122,0301,0554	151,526,10000,100000,1666,100000,142857	0	0	0	0	0	10	1	1000	0	0	1	0	41	3556	0	10000	0	156	234	18	106	135	135	10	153	14	0	2000	500	1500	450	0	25	25	25	25	25	25	20	0	0	0	1264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
517	迟钝的雪魔人	雪人	4	5	517	0	1	1	0	0	0	0	0	0	0	0	0	0	1	110	100	396	397	398	0	0	-50	0	3.753	3.753	3.481	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4734,4838,1637,1632,3123,2210,0107,1002	238,285,10000,100000,2500,50000,166666,50000	0	0	0	0	0	5	1	1000	0	0	1	0	44	4360	0	10000	0	151	226	18	85	145	143	10	150	15	0	2000	500	1500	450	0	27	27	27	27	27	27	20	0	0	0	1516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
518	堕落的南瓜骑士	南瓜骑士	4	5	518	0	1	1	0	0	0	0	0	0	0	456,457	0	0	1	37	100	257	258	259	0	0	0	0	1.373	1.398	2.089	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4735,4839,1638,1784,0519,745,3138	238,285,5000,11111,50000,57142,1666	0	0	0	0	0	10	1	1000	0	0	1	0	63	4488	0	10000	0	461	692	23	106	179	226	10	128	29	0	2000	200	1500	350	0	162	36	36	36	36	36	20	0	0	0	3730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
519	精英土著战士	土著酋长	4	5	519	0	1	1	0	0	0	0	0	0	0	0	0	0	1	138	100	281	282	283	0	0	0	0	2.56	2.322	3.035	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4736,4840,1632,3364,0695,2215,3138,1003	222,285,2500,6666,28571,50000,1666,1000000	0	0	0	0	0	10	1	1000	0	0	1	0	64	4488	0	10000	0	472	709	23	108	182	229	10	127	29	0	2000	220	1500	350	0	101	37	101	69	37	37	20	0	0	0	3840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
520	精英狼人弓箭手	狼人弓箭手	4	5	520	0	1	1	0	0	0	0	0	0	0	0	0	0	1	155	100	245	246	247	0	0	-50	0	3.058	2.012	2.764	40	1,5	2,5	399	398	0	0	0	1	1	0	0	141	100	4737,4841,1787,3366,0023,0540,3143	161,434,2000,7692,28571,66666,1250	0	0	0	0	0	10	1	1000	0	0	1	0	65	5632	0	10000	0	323	484	26	137	250	232	10	126	29	0	2000	350	1500	350	0	37	37	37	37	37	37	20	0	0	0	3950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
521	堕落的不灭武士	不灭武士	4	5	521	0	1	1	0	0	0	0	0	0	0	0	0	0	1	152	100	242	243	244	0	0	0	0	0.98	1.026	1.88	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4733,4837,1626,3366,3137,0077,0567,1002	152,514,1000,12500,5000,100000,25000,10000	0	0	0	0	0	10	1	1000	0	0	1	0	57	3656	0	10000	0	389	584	21	96	161	203	10	135	23	0	2000	350	1500	450	0	147	33	33	33	33	33	20	0	0	0	2965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
522	堕落的守护天使	守护天使	4	5	522	0	1	1	1	0	0	0	0	0	0	488	0	0	1	168	100	370	371	372	0	0	0	0	2.996	1.75	3.803	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25,151	50,50	4738,4842,1674,3367,0710,4215,3143	172,370,2500,3846,25000,400000,2000	0	0	0	0	0	10	1	1000	0	0	1	0	69	5088	0	10000	0	488	733	26	130	232	244	10	121	29	0	2000	300	1500	350	0	39	108	39	39	142.5	39	20	0	0	0	4390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
523	疯狂的土著祭师	土著酋长	4	5	523	0	1	1	0	0	0	0	0	0	0	0	0	0	1	38	100	281	282	283	0	0	0	0	2.56	2.322	3.035	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4739,4843,1787,3366,2195,4157,3143,1003	160,443,2000,4000,20000,200000,2000,500000	0	0	0	0	0	10	1	1000	0	0	1	0	69	5654	0	10000	0	355	532	25	130	232	244	10	121	29	0	1600	200	1500	420	0	108	39	108	73	39	39	20	0	0	0	4390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
524	暴怒的蜥蜴人	蜥蜴人	4	5	524	0	1	1	0	0	0	0	0	0	0	0	0	0	1	111	100	385	386	387	0	0	-50	0	3.693	2.82	2.977	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4740,4844,1647,1785,0006,4158,3127	157,463,3333,3703,40000,100000,1666	0	0	0	0	0	10	1	1000	0	0	1	0	69	4523	0	10000	0	533	800	25	116	197	244	10	121	29	0	2000	500	1500	350	0	39	39	39	39	39	39	20	0	0	0	4390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
525	敏捷的圣林猎手	圣林猎手	4	5	525	0	1	1	0	0	0	0	0	0	0	0	0	0	1	147	100	269	270	271	0	0	0	0	1.262	0.891	2.205	40	1,5	2,5	399	398	0	0	0	1	1	0	0	138	100	4741,4845,1792,3365,4173,4150,3127	155,484,2500,3846,33333,133333,1666	0	0	0	0	0	10	1	1000	0	0	1	0	69	5654	0	10000	0	355	532	25	130	232	244	10	121	29	0	1600	400	1500	420	0	39	39	39	39	39	39	20	0	0	0	4390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
526	敏捷的暗影猎手	暗影猎手	4	5	526	0	1	1	0	0	0	0	0	0	0	482	0	0	1	117	100	269	270	271	0	0	0	0	1.829	1.332	2.125	40	1,5	2,5	399	398	0	0	0	1	1	0	0	138	100	4742,4846,1787,3367,4199,4168,3127	144,627,5000,3846,50000,66666,1428	0	0	0	0	0	10	1	1000	0	0	1	0	71	6072	0	10000	0	376	564	26	134	239	255	10	119	31	0	1600	400	1500	420	0	40	40	40	40	40	40	20	0	0	0	4570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
527	地精工兵队长	地精工兵	4	5	527	0	1	1	0	0	0	0	0	0	0	0	0	0	1	66	100	320	321	322	0	0	0	0	2.079	1.563	1.772	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4743,4847,1641,1783,4201,4184,3127	188,312,2500,3333,40000,50000,1428	0	0	0	0	0	10	1	1000	0	0	1	0	71	4857	0	10000	0	564	846	26	119	203	255	10	119	31	0	2000	250	1500	350	0	111	40	75.5	75.5	40	40	20	0	0	0	4570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
528	精锐蜥蜴战士	蜥蜴人	4	5	528	0	1	1	0	0	0	0	0	0	0	0	0	0	1	112	100	385	386	387	0	0	-50	0	3.894	2.976	3.324	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4744,4848,1647,3367,4161,4159,3140	208,285,2000,3703,33333,57142,2000	0	0	0	0	0	10	1	1000	0	0	1	0	71	12857	0	10000	0	804	1206	41	309	303	255	10	119	31	0	2000	500	1500	350	0	40	40	40	40	40	40	20	0	0	0	11570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
529	精锐地精战士	地精战士	4	5	529	0	1	1	0	0	0	0	0	0	0	0	0	0	1	67	100	218	219	220	0	0	0	0	3.008	1.983	2.21	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4745,4849,1787,3379,4177,4175,3140	156,476,2000,6666,28571,50000,2000	0	0	0	0	0	10	1	1000	0	0	1	0	72	4838	0	10000	0	576	865	26	120	206	258	10	118	31	0	2000	250	1500	350	0	185	41	77	41	41	41	20	0	0	0	4640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
530	冰龙幼崽	冰龙	4	5	530	0	1	1	0	0	0	0	0	0	0	470	0	0	1	105	100	388	389	390	0	0	0	0	2.951	1.409	1.468	40	1,5	2,5	399	393	0	0	0	1	1	0	0	136	100	4746,4850,1652,3364,3125,727,0229,1002	161,434,2000,25000,2500,25000,125000,20000	0	0	0	0	0	10	1	1000	0	0	1	0	47	3267	0	10000	0	238	357	19	101	155	168	10	146	17	0	2000	350	1500	450	0	28	28	28	28	28	28	20	0	0	0	1797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
531	凶猛的白灵猫	白白	4	5	531	0	1	1	0	0	0	0	0	0	0	0	0	0	1	36	100	200	201	202	0	0	0	0	0.932	0.849	2.057	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4747,4851,1743,1786,4207,4202,3140	181,333,1111,2500,33333,200000,1666	1	0	0	0	0	10	1	1000	0	0	1	0	74	4780	0	10000	0	503	754	30	124	250	303	10	116	30	0	2000	200	1500	350	0	79	116	42	116	42	42	20	0	0	0	4780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
532	堕落的地精长老	地精长老	4	5	532	0	1	1	0	0	0	0	0	0	0	0	0	0	1	68	100	317	318	319	0	0	0	0	2.159	1.386	1.418	40	1,5	2,5	399	398	0	0	0	1	1	0	0	132	100	4748,4852,1641,1783,4194,4192,3143	152,514,1666,3225,66666,133333,1666	0	0	0	0	0	10	1	1000	0	0	1	0	73	5400	0	10000	0	540	811	28	137	246	261	10	117	31	0	2000	250	1500	350	0	114	41	41	114	114	41	20	0	0	0	4710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
533	地精技师队长	地精技师	4	5	533	0	1	1	0	0	0	0	0	0	0	0	0	0	1	65	100	320	321	322	0	0	0	0	2.252	1.191	1.651	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4749,4853,1787,1783,4203,4198,3140	222,285,2500,3125,50000,133333,1666	0	0	0	0	0	10	1	1000	0	0	1	0	73	6000	0	10000	0	492	738	29	153	246	261	10	117	31	0	2000	300	1500	350	0	77.5	41	77.5	77.5	41	41	20	0	0	0	4710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
534	凶猛的黑灵猫	黑黑	4	5	534	0	1	1	0	0	0	0	0	0	0	0	0	0	1	35	100	200	201	202	0	0	0	0	0.932	0.849	2.057	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4750,4854,1743,3379,4154,4164,3140	181,333,1000,5882,33333,250000,1666	0	0	0	0	0	10	1	1000	0	0	1	0	75	4800	0	10000	0	514	771	30	125	254	307	10	115	31	0	2000	200	1500	350	0	79.5	42	117	192	42	42	20	0	0	0	4850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
535	上古遗迹卫士	遗迹守护者	4	5	535	0	1	1	0	0	0	0	0	0	0	0	0	0	1	166	100	305	306	307	0	0	0	0	1.337	2.432	3.264	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	0	0	0	0	0	0	0	10	1	1000	0	0	1	0	84	8517	0	10000	0	499	748	37	210	286	269	10	104	33	0	2200	400	1500	315	0	89	47	89	131	47	47	20	0	0	0	5480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
536	上古遗迹守护者	遗迹守护者	4	5	536	0	1	1	0	0	0	0	0	0	0	450	0	0	1	50	100	305	306	307	0	0	0	0	2.008	3.188	3.376	40	1,5	2,5	399	398	0	0	0	1	1	0	0	146	100	0	0	0	0	0	0	0	10	1	1000	0	0	1	0	85	8517	0	10000	0	508	763	38	212	290	271	10	103	33	0	2200	400	1500	315	0	89.5	47	89.5	132	47	47	20	0	0	0	5550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
537	樱花海盗团水手	黑杰克海盗	4	5	537	0	1	1	0	0	0	0	0	0	0	0	0	0	1	172	100	405	406	407	0	0	0	0	1.108	1.851	1.899	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4794,4898,1643,3389,3133,0022,0547	157,463,5000,5000,2500,25000,50000	0	0	0	0	0	10	1	1000	0	0	1	0	51	4190	0	10000	0	219	328	18	98	169	185	10	142	21	0	1600	300	1500	540	0	55	30	30	183	30	30	20	0	0	0	2220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
538	樱花海盗团战斗员	黑杰克海盗	4	5	538	0	1	1	0	0	0	0	0	0	0	0	0	0	1	173	100	405	406	407	0	0	0	0	0.715	1.175	2.181	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4795,4899,1640,3365,3134,0723,0228	153,507,3333,10000,3333,33333,66666	0	0	0	0	0	10	1	1000	0	0	1	0	52	4210	0	10000	0	225	338	19	99	173	188	10	141	22	0	1600	300	1500	540	0	57	31	31	187	31	31	20	0	0	0	2335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
539	樱花海盗团突击手	黑杰克海盗	4	5	539	0	1	1	0	0	0	0	0	0	0	0	0	0	1	171	100	405	406	407	0	0	0	0	1.569	1.901	2.358	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4796,4900,1635,3390,3134,734,0303,1002	172,370,5000,14285,2500,33333,66666,10000	0	0	0	0	0	10	1	1000	0	0	1	0	52	4210	0	10000	0	225	338	19	99	173	188	10	141	22	0	1600	300	1500	540	0	57	31	31	187	31	31	20	0	0	0	2335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
540	暴怒的巨狼	饿土狼	4	5	540	0	1	1	0	0	0	0	0	0	0	0	0	0	1	100	100	391	392	393	0	0	-50	0	2.234	0.866	1.298	40	1,5	2,5	399	398	0	0	0	1	1	0	0	25	100	4753,4857,1640,3390,3133,2193,0371,1002	172,370,5000,100000,2000,20000,50000,10000	0	0	0	0	0	10	1	1000	0	0	1	0	51	3771	0	10000	0	301	452	19	98	169	185	10	142	21	0	2000	300	1500	450	0	30	30	30	30	30	30	20	0	0	0	2220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
541	骷髅神箭手	骷髅弓箭手	4	5	541	0	1	1	0	0	0	0	0	0	0	0	0	0	1	154	100	206	207	208	0	0	0	0	1.568	1.244	2.168	40	1,5	2,5	399	398	0	0	0	1	1	0	0	141	100	4754,4858,1626,3385,3138,0531,4302	161,434,1111,5000,10000,20000,100000	0	0	0	0	0	10	1	1000	0	0	1	0	58	4570	0	10000	0	267	400	23	123	223	206	10	134	23	0	2000	400	1500	450	0	150	34	34	34	34	34	20	0	0	0	3103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
542	王牌暗影猎手	暗影猎手	4	5	542	0	1	1	0	0	0	0	0	0	0	482	0	0	1	117	100	269	270	271	0	0	0	0	1.829	1.332	2.125	40	1,5	2,5	399	398	0	0	0	1	1	0	0	138	100	0	0	0	0	0	0	0	10	1	1000	0	0	1	0	81	6552	0	10000	0	469	704	33	169	316	290	10	108	33	0	2000	400	1500	350	0	45	45	45	45	45	45	20	0	0	0	5270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,1,1
